NAME_CANDIDATE,NUM_CONDITIONAL,NUM_SWITCH,NUM_TYPE_ACCESS,NUM_INVOCATION,NUM_IF,NUM_ASSIGN,NUM_TYPED_ELEMENTS,NUM_VAR_ACCESS,NUM_FIELD_ACCESS,NUM_LOCAL,NUM_PACKAGE,LOC_CANDIDATE,LOC_RATIO,CON_CONDITIONAL,CON_SWITCH,CON_TYPE_ACCESS,CON_INVOCATION,CON_IF,CON_ASSIGN,CON_TYPED_ELEMENTS,CON_VAR_ACCESS,CON_FIELD_ACCESS,CON_LOCAL,CON_PACKAGE,VAR_ACCESS_COUPLING,VAR_ACCESS_COUPLING_2,VAR_ACCESS_COHESION,VAR_ACCESS_COHESION_2,FIELD_ACCESS_COUPLING,FIELD_ACCESS_COUPLING_2,FIELD_ACCESS_COHESION,FIELD_ACCESS_COHESION_2,INVOCATION_COUPLING,INVOCATION_COHESION,TYPE_ACCESS_COUPLING,TYPE_ACCESS_COUPLING_2,TYPE_ACCESS_COHESION,TYPE_ACCESS_COHESION_2,PACKAGE_COUPLING,PACKAGE_COUPLING_2,PACKAGE_COHESION,PACKAGE_COHESION_2
"d = actions.get(i);
if (templateDates.containsKey(i)) {
                t = (Template) d;
                dates = templateDates.get(i);
//                if (dates == null)
//                    clone.addTemplate(t, null, null, t.getAppliedAction());
                /*{*/if (dates[0] != null && dates[1] != null)
                    clone.addTemplate(t, new Date(dates[0].getTime()),
                                      new Date(dates[1].getTime()),
                                      t.getAppliedAction());
                else if (dates[0] == null && dates[1] != null)
                    clone.addTemplate(t, null,
                                      new Date(dates[1].getTime()),
                                      t.getAppliedAction());
                else if (dates[0] != null && dates[1] == null)
                    clone.addTemplate(t, new Date(dates[0].getTime()),
                                      null,
                                      t.getAppliedAction());
                else
                    clone.addTemplate(t, null, null, t.getAppliedAction());/*}*/
            } else {
                m = (ManualAction) d;
                clone.addManualAction((ManualAction) m.clone());
            }",-1.0,0.0,0.0,3.0,17.0,3.0,4.0,155.0,33.0,3.0,0.0,343.0,7.0,0.4117647058823529,-1.0,0.0,0.0,8.0,3.0,1.0,2.0,46.0,11.0,5.0,6.0,119.0,1.0,1.0,0.2857142857142857,0.14285714285714285,1.0,1.0,0.2857142857142857,0.14285714285714285,1.0,0.14285714285714285,-1.0,-1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.7538461538461538,0.7538461538461538,7.0,7.0
"if (templateDates.containsKey(i)) {
                t = (Template) d;
                dates = templateDates.get(i);
//                if (dates == null)
//                    clone.addTemplate(t, null, null, t.getAppliedAction());
                /*{*/if (dates[0] != null && dates[1] != null)
                    clone.addTemplate(t, new Date(dates[0].getTime()),
                                      new Date(dates[1].getTime()),
                                      t.getAppliedAction());
                else if (dates[0] == null && dates[1] != null)
                    clone.addTemplate(t, null,
                                      new Date(dates[1].getTime()),
                                      t.getAppliedAction());
                else if (dates[0] != null && dates[1] == null)
                    clone.addTemplate(t, new Date(dates[0].getTime()),
                                      null,
                                      t.getAppliedAction());
                else
                    clone.addTemplate(t, null, null, t.getAppliedAction());/*}*/
            } else {
                m = (ManualAction) d;
                clone.addManualAction((ManualAction) m.clone());
            }",-1.0,0.0,0.0,3.0,16.0,3.0,3.0,148.0,31.0,2.0,0.0,322.0,6.0,0.35294117647058826,-1.0,0.0,0.0,8.0,4.0,1.0,3.0,53.0,13.0,6.0,6.0,140.0,1.0,0.9166666666666666,0.3333333333333333,1.8333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.16666666666666666,-1.0,-1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.7076923076923077,0.7076923076923077,7.666666666666667,7.666666666666667
Domain clone;,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,7.0,1.0,0.058823529411764705,-1.0,0.0,0.0,10.0,20.0,4.0,6.0,199.0,43.0,8.0,5.0,455.0,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,1.0,0.0,0.015384615384615385,0.015384615384615385,1.0,1.0
"Domain clone;
checkConsistency(curInd);",-1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0,21.0,2.0,0.11764705882352941,-1.0,0.0,0.0,10.0,19.0,4.0,6.0,194.0,43.0,7.0,5.0,441.0,0.5,0.1111111111111111,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.5,-1.0,-1.0,1.0,0.0,0.5,0.0,0.046153846153846156,0.046153846153846156,1.5,1.5
"Domain clone;
checkConsistency(curInd);
clone = new Domain(new Date(release.getTime()), new Date(deadline.getTime()));",-1.0,0.0,0.0,1.0,3.0,0.0,1.0,17.0,2.0,3.0,1.0,49.0,3.0,0.17647058823529413,-1.0,0.0,0.0,10.0,17.0,4.0,5.0,184.0,42.0,5.0,5.0,413.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,-1.0,-1.0,1.0,0.0,0.3333333333333333,0.0,0.1076923076923077,0.1076923076923077,2.3333333333333335,2.3333333333333335
"Domain clone;
checkConsistency(curInd);
clone = new Domain(new Date(release.getTime()), new Date(deadline.getTime()));
DomainAction d;",-1.0,0.0,0.0,2.0,3.0,0.0,1.0,19.0,3.0,3.0,2.0,56.0,4.0,0.23529411764705882,-1.0,0.0,0.0,9.0,17.0,4.0,5.0,182.0,41.0,5.0,4.0,406.0,1.0,1.0,0.25,0.25,1.0,1.0,0.25,0.25,1.0,0.25,-1.0,-1.0,1.0,1.0,0.25,0.25,0.12307692307692308,0.12307692307692308,2.0,2.0
"Domain clone;
checkConsistency(curInd);
clone = new Domain(new Date(release.getTime()), new Date(deadline.getTime()));
DomainAction d;
ManualAction m;",-1.0,0.0,0.0,3.0,3.0,0.0,1.0,21.0,4.0,3.0,3.0,63.0,5.0,0.29411764705882354,-1.0,0.0,0.0,8.0,17.0,4.0,5.0,180.0,40.0,5.0,3.0,399.0,1.0,1.0,0.2,0.2,1.0,1.0,0.2,0.2,1.0,0.2,-1.0,-1.0,1.0,1.0,0.2,0.2,0.13846153846153847,0.13846153846153847,1.8,1.8
"Domain clone;
checkConsistency(curInd);
clone = new Domain(new Date(release.getTime()), new Date(deadline.getTime()));
DomainAction d;
ManualAction m;
Template t;",-1.0,0.0,0.0,4.0,3.0,0.0,1.0,23.0,5.0,3.0,4.0,70.0,6.0,0.35294117647058826,-1.0,0.0,0.0,7.0,17.0,4.0,5.0,178.0,39.0,5.0,2.0,392.0,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,-1.0,-1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.15384615384615385,0.15384615384615385,1.6666666666666667,1.6666666666666667
"Domain clone;
checkConsistency(curInd);
clone = new Domain(new Date(release.getTime()), new Date(deadline.getTime()));
DomainAction d;
ManualAction m;
Template t;
Date[] dates;",-1.0,0.0,0.0,6.0,3.0,0.0,1.0,26.0,6.0,3.0,5.0,70.0,7.0,0.4117647058823529,-1.0,0.0,0.0,5.0,17.0,4.0,5.0,175.0,38.0,5.0,1.0,392.0,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0,0.14285714285714285,-1.0,-1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.15384615384615385,0.15384615384615385,1.4285714285714286,1.4285714285714286
"Domain clone;
checkConsistency(curInd);
clone = new Domain(new Date(release.getTime()), new Date(deadline.getTime()));
DomainAction d;
ManualAction m;
Template t;
Date[] dates;
for (int i = 0; i < curInd; i++) {
            d = actions.get(i);
            if (templateDates.containsKey(i)) {
                t = (Template) d;
                dates = templateDates.get(i);
//                if (dates == null)
//                    clone.addTemplate(t, null, null, t.getAppliedAction());
                /*{*/if (dates[0] != null && dates[1] != null)
                    clone.addTemplate(t, new Date(dates[0].getTime()),
                                      new Date(dates[1].getTime()),
                                      t.getAppliedAction());
                else if (dates[0] == null && dates[1] != null)
                    clone.addTemplate(t, null,
                                      new Date(dates[1].getTime()),
                                      t.getAppliedAction());
                else if (dates[0] != null && dates[1] == null)
                    clone.addTemplate(t, new Date(dates[0].getTime()),
                                      null,
                                      t.getAppliedAction());
                else
                    clone.addTemplate(t, null, null, t.getAppliedAction());/*}*/
            } else {
                m = (ManualAction) d;
                clone.addManualAction((ManualAction) m.clone());
            }
        }",-1.0,0.0,0.0,10.0,20.0,4.0,5.0,192.0,42.0,7.0,6.0,434.0,15.0,0.8823529411764706,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,2.0,1.0,0.0,28.0,1.0,1.0,0.13333333333333333,0.8,1.0,1.0,0.13333333333333333,0.06666666666666667,1.0,0.06666666666666667,-1.0,-1.0,1.0,1.0,0.06666666666666667,0.06666666666666667,0.9538461538461539,0.9538461538461539,4.133333333333334,4.133333333333334
"Domain clone;
checkConsistency(curInd);
clone = new Domain(new Date(release.getTime()), new Date(deadline.getTime()));
DomainAction d;
ManualAction m;
Template t;
Date[] dates;
for (int i = 0; i < curInd; i++) {
            d = actions.get(i);
            if (templateDates.containsKey(i)) {
                t = (Template) d;
                dates = templateDates.get(i);
//                if (dates == null)
//                    clone.addTemplate(t, null, null, t.getAppliedAction());
                /*{*/if (dates[0] != null && dates[1] != null)
                    clone.addTemplate(t, new Date(dates[0].getTime()),
                                      new Date(dates[1].getTime()),
                                      t.getAppliedAction());
                else if (dates[0] == null && dates[1] != null)
                    clone.addTemplate(t, null,
                                      new Date(dates[1].getTime()),
                                      t.getAppliedAction());
                else if (dates[0] != null && dates[1] == null)
                    clone.addTemplate(t, new Date(dates[0].getTime()),
                                      null,
                                      t.getAppliedAction());
                else
                    clone.addTemplate(t, null, null, t.getAppliedAction());/*}*/
            } else {
                m = (ManualAction) d;
                clone.addManualAction((ManualAction) m.clone());
            }
        }
clone.listeners = null;",-1.0,0.0,0.0,10.0,20.0,4.0,6.0,198.0,43.0,8.0,6.0,448.0,16.0,0.9411764705882353,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,14.0,1.0,1.0,0.125,0.75,1.0,1.0,0.125,0.0625,1.0,0.0625,-1.0,-1.0,1.0,1.0,0.0625,0.0625,0.9846153846153847,0.9846153846153847,4.0,4.0
"Domain clone;
checkConsistency(curInd);
clone = new Domain(new Date(release.getTime()), new Date(deadline.getTime()));
DomainAction d;
ManualAction m;
Template t;
Date[] dates;
for (int i = 0; i < curInd; i++) {
            d = actions.get(i);
            if (templateDates.containsKey(i)) {
                t = (Template) d;
                dates = templateDates.get(i);
//                if (dates == null)
//                    clone.addTemplate(t, null, null, t.getAppliedAction());
                /*{*/if (dates[0] != null && dates[1] != null)
                    clone.addTemplate(t, new Date(dates[0].getTime()),
                                      new Date(dates[1].getTime()),
                                      t.getAppliedAction());
                else if (dates[0] == null && dates[1] != null)
                    clone.addTemplate(t, null,
                                      new Date(dates[1].getTime()),
                                      t.getAppliedAction());
                else if (dates[0] != null && dates[1] == null)
                    clone.addTemplate(t, new Date(dates[0].getTime()),
                                      null,
                                      t.getAppliedAction());
                else
                    clone.addTemplate(t, null, null, t.getAppliedAction());/*}*/
            } else {
                m = (ManualAction) d;
                clone.addManualAction((ManualAction) m.clone());
            }
        }
clone.listeners = null;
return clone;",-1.0,0.0,0.0,10.0,20.0,4.0,6.0,200.0,44.0,8.0,6.0,455.0,17.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,0.11764705882352941,0.7058823529411765,1.0,1.0,0.11764705882352941,0.058823529411764705,1.0,0.058823529411764705,-1.0,-1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,1.0,1.0,3.823529411764706,3.823529411764706
checkConsistency(curInd);,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,14.0,1.0,0.058823529411764705,-1.0,0.0,0.0,11.0,19.0,4.0,6.0,196.0,44.0,7.0,6.0,448.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.03076923076923077,0.03076923076923077,2.0,2.0
"checkConsistency(curInd);
clone = new Domain(new Date(release.getTime()), new Date(deadline.getTime()));",-1.0,0.0,0.0,0.0,3.0,0.0,1.0,15.0,1.0,3.0,0.0,42.0,2.0,0.11764705882352941,-1.0,0.0,0.0,11.0,17.0,4.0,5.0,186.0,43.0,5.0,6.0,420.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,-1.0,-1.0,0.0,0.0,0.0,0.0,0.09230769230769231,0.09230769230769231,3.0,3.0
"checkConsistency(curInd);
clone = new Domain(new Date(release.getTime()), new Date(deadline.getTime()));
DomainAction d;",-1.0,0.0,0.0,1.0,3.0,0.0,1.0,17.0,2.0,3.0,1.0,49.0,3.0,0.17647058823529413,-1.0,0.0,0.0,10.0,17.0,4.0,5.0,184.0,42.0,5.0,5.0,413.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,-1.0,-1.0,1.0,0.0,0.3333333333333333,0.0,0.1076923076923077,0.1076923076923077,2.3333333333333335,2.3333333333333335
"checkConsistency(curInd);
clone = new Domain(new Date(release.getTime()), new Date(deadline.getTime()));
DomainAction d;
ManualAction m;",-1.0,0.0,0.0,2.0,3.0,0.0,1.0,19.0,3.0,3.0,2.0,56.0,4.0,0.23529411764705882,-1.0,0.0,0.0,9.0,17.0,4.0,5.0,182.0,41.0,5.0,4.0,406.0,1.0,1.0,0.25,0.25,1.0,1.0,0.25,0.25,1.0,0.25,-1.0,-1.0,1.0,1.0,0.25,0.25,0.12307692307692308,0.12307692307692308,2.0,2.0
"checkConsistency(curInd);
clone = new Domain(new Date(release.getTime()), new Date(deadline.getTime()));
DomainAction d;
ManualAction m;
Template t;",-1.0,0.0,0.0,3.0,3.0,0.0,1.0,21.0,4.0,3.0,3.0,63.0,5.0,0.29411764705882354,-1.0,0.0,0.0,8.0,17.0,4.0,5.0,180.0,40.0,5.0,3.0,399.0,1.0,1.0,0.2,0.2,1.0,1.0,0.2,0.2,1.0,0.2,-1.0,-1.0,1.0,1.0,0.2,0.2,0.13846153846153847,0.13846153846153847,1.8,1.8
"checkConsistency(curInd);
clone = new Domain(new Date(release.getTime()), new Date(deadline.getTime()));
DomainAction d;
ManualAction m;
Template t;
Date[] dates;",-1.0,0.0,0.0,5.0,3.0,0.0,1.0,24.0,5.0,3.0,4.0,63.0,6.0,0.35294117647058826,-1.0,0.0,0.0,6.0,17.0,4.0,5.0,177.0,39.0,5.0,2.0,399.0,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,-1.0,-1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.13846153846153847,0.13846153846153847,1.5,1.5
"checkConsistency(curInd);
clone = new Domain(new Date(release.getTime()), new Date(deadline.getTime()));
DomainAction d;
ManualAction m;
Template t;
Date[] dates;
for (int i = 0; i < curInd; i++) {
            d = actions.get(i);
            if (templateDates.containsKey(i)) {
                t = (Template) d;
                dates = templateDates.get(i);
//                if (dates == null)
//                    clone.addTemplate(t, null, null, t.getAppliedAction());
                /*{*/if (dates[0] != null && dates[1] != null)
                    clone.addTemplate(t, new Date(dates[0].getTime()),
                                      new Date(dates[1].getTime()),
                                      t.getAppliedAction());
                else if (dates[0] == null && dates[1] != null)
                    clone.addTemplate(t, null,
                                      new Date(dates[1].getTime()),
                                      t.getAppliedAction());
                else if (dates[0] != null && dates[1] == null)
                    clone.addTemplate(t, new Date(dates[0].getTime()),
                                      null,
                                      t.getAppliedAction());
                else
                    clone.addTemplate(t, null, null, t.getAppliedAction());/*}*/
            } else {
                m = (ManualAction) d;
                clone.addManualAction((ManualAction) m.clone());
            }
        }",-1.0,0.0,0.0,9.0,20.0,4.0,5.0,190.0,41.0,7.0,5.0,427.0,14.0,0.8235294117647058,-1.0,0.0,0.0,2.0,0.0,0.0,1.0,11.0,3.0,1.0,1.0,35.0,1.0,1.0,0.14285714285714285,0.8571428571428571,1.0,1.0,0.14285714285714285,0.07142857142857142,1.0,0.07142857142857142,-1.0,-1.0,1.0,1.0,0.07142857142857142,0.07142857142857142,0.9384615384615385,0.9384615384615385,4.357142857142857,4.357142857142857
"checkConsistency(curInd);
clone = new Domain(new Date(release.getTime()), new Date(deadline.getTime()));
DomainAction d;
ManualAction m;
Template t;
Date[] dates;
for (int i = 0; i < curInd; i++) {
            d = actions.get(i);
            if (templateDates.containsKey(i)) {
                t = (Template) d;
                dates = templateDates.get(i);
//                if (dates == null)
//                    clone.addTemplate(t, null, null, t.getAppliedAction());
                /*{*/if (dates[0] != null && dates[1] != null)
                    clone.addTemplate(t, new Date(dates[0].getTime()),
                                      new Date(dates[1].getTime()),
                                      t.getAppliedAction());
                else if (dates[0] == null && dates[1] != null)
                    clone.addTemplate(t, null,
                                      new Date(dates[1].getTime()),
                                      t.getAppliedAction());
                else if (dates[0] != null && dates[1] == null)
                    clone.addTemplate(t, new Date(dates[0].getTime()),
                                      null,
                                      t.getAppliedAction());
                else
                    clone.addTemplate(t, null, null, t.getAppliedAction());/*}*/
            } else {
                m = (ManualAction) d;
                clone.addManualAction((ManualAction) m.clone());
            }
        }
clone.listeners = null;",-1.0,0.0,0.0,9.0,20.0,4.0,6.0,196.0,42.0,8.0,5.0,441.0,15.0,0.8823529411764706,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,21.0,1.0,1.0,0.13333333333333333,0.8,1.0,1.0,0.13333333333333333,0.06666666666666667,1.0,0.06666666666666667,-1.0,-1.0,1.0,1.0,0.06666666666666667,0.06666666666666667,0.9692307692307692,0.9692307692307692,4.2,4.2
"checkConsistency(curInd);
clone = new Domain(new Date(release.getTime()), new Date(deadline.getTime()));
DomainAction d;
ManualAction m;
Template t;
Date[] dates;
for (int i = 0; i < curInd; i++) {
            d = actions.get(i);
            if (templateDates.containsKey(i)) {
                t = (Template) d;
                dates = templateDates.get(i);
//                if (dates == null)
//                    clone.addTemplate(t, null, null, t.getAppliedAction());
                /*{*/if (dates[0] != null && dates[1] != null)
                    clone.addTemplate(t, new Date(dates[0].getTime()),
                                      new Date(dates[1].getTime()),
                                      t.getAppliedAction());
                else if (dates[0] == null && dates[1] != null)
                    clone.addTemplate(t, null,
                                      new Date(dates[1].getTime()),
                                      t.getAppliedAction());
                else if (dates[0] != null && dates[1] == null)
                    clone.addTemplate(t, new Date(dates[0].getTime()),
                                      null,
                                      t.getAppliedAction());
                else
                    clone.addTemplate(t, null, null, t.getAppliedAction());/*}*/
            } else {
                m = (ManualAction) d;
                clone.addManualAction((ManualAction) m.clone());
            }
        }
clone.listeners = null;
return clone;",-1.0,0.0,0.0,9.0,20.0,4.0,6.0,198.0,43.0,8.0,5.0,448.0,16.0,0.9411764705882353,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,14.0,1.0,1.0,0.125,0.75,1.0,1.0,0.125,0.0625,1.0,0.0625,-1.0,-1.0,1.0,1.0,0.0625,0.0625,0.9846153846153847,0.9846153846153847,4.0,4.0
"clone = new Domain(new Date(release.getTime()), new Date(deadline.getTime()));",-1.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,1.0,2.0,0.0,28.0,1.0,0.058823529411764705,-1.0,0.0,0.0,11.0,18.0,4.0,5.0,191.0,43.0,6.0,6.0,434.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.06153846153846154,0.06153846153846154,4.0,4.0
"clone = new Domain(new Date(release.getTime()), new Date(deadline.getTime()));
DomainAction d;",-1.0,0.0,0.0,1.0,2.0,0.0,1.0,12.0,2.0,2.0,1.0,35.0,2.0,0.11764705882352941,-1.0,0.0,0.0,10.0,18.0,4.0,5.0,189.0,42.0,6.0,5.0,427.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,-1.0,-1.0,1.0,0.0,0.5,0.0,0.07692307692307693,0.07692307692307693,2.5,2.5
